Facility,State,County / Name of Facility,"Confirmed Cases 
(Staff)",Confirmed Cases (Residents),"Confirmed Deaths
(Staff)","Confirmed Deaths
(Residents)",Staff Recovered,Residents Recovered,"Date 
(last updated)",Source(s),Additional Notes,Coder,
Prison,New York,Marcy,,8,,0,,8,5/11/20,https://doccs.ny.gov/doccs-covid-19-report,"(4/22/20)  NY has posted facility-level data beginning 4/20 - deleted state-wide number for residents in favor of facility-specific  (4/11/20) NY finally posts a tracker - updated with numbers for staff and inmates, not parolees ----- (4/7/20) article says 319 staff and 55 residents tested positive (https://auburnpub.com/news/local/govt-and-politics/more-covid-19-cases-in-ny-prisons-groups-urge-cuomo-to-release-high-risk-inmates/article_c616d0b8-71cd-56f3-b108-402c1abd282e.html) ----- (4/3/20) (https://www.northcountrypublicradio.org/news/story/41046/20200403/nys-prisons-report-4-covid-related-deaths-more-than-200-staff-infected) https://www.northcountrypublicradio.org/news/story/41046/20200403/nys-prisons-report-4-covid-related-deaths-more-than-200-staff-infected ) (3/31/20) ( https://news.wbfo.org/post/nys-prisons-105-employees-and-14-inmates-test-positive-covid-19; https://www.huffpost.com/entry/death-at-sing-sing-prison-coronavirus_n_5e84efb6c5b6f55ebf4740cd; https://nypost.com/2020/04/03/ny-corrections-union-says-first-member-has-died-of-covid-19/ )",KP,
Prison,New York,Midstate,,14,,0,,12,5/11/20,https://doccs.ny.gov/doccs-covid-19-report,"(4/22/20)  NY has posted facility-level data beginning 4/20 - deleted state-wide number for residents in favor of facility-specific  (4/11/20) NY finally posts a tracker - updated with numbers for staff and inmates, not parolees ----- (4/7/20) article says 319 staff and 55 residents tested positive (https://auburnpub.com/news/local/govt-and-politics/more-covid-19-cases-in-ny-prisons-groups-urge-cuomo-to-release-high-risk-inmates/article_c616d0b8-71cd-56f3-b108-402c1abd282e.html) ----- (4/3/20) (https://www.northcountrypublicradio.org/news/story/41046/20200403/nys-prisons-report-4-covid-related-deaths-more-than-200-staff-infected) https://www.northcountrypublicradio.org/news/story/41046/20200403/nys-prisons-report-4-covid-related-deaths-more-than-200-staff-infected ) (3/31/20) ( https://news.wbfo.org/post/nys-prisons-105-employees-and-14-inmates-test-positive-covid-19; https://www.huffpost.com/entry/death-at-sing-sing-prison-coronavirus_n_5e84efb6c5b6f55ebf4740cd; https://nypost.com/2020/04/03/ny-corrections-union-says-first-member-has-died-of-covid-19/ )",KP,
Prison,New York,Mohawk/Walsh RMU,,3,,0,,3,5/11/20,https://doccs.ny.gov/doccs-covid-19-report,"(4/22/20)  NY has posted facility-level data beginning 4/20 - deleted state-wide number for residents in favor of facility-specific  (4/11/20) NY finally posts a tracker - updated with numbers for staff and inmates, not parolees ----- (4/7/20) article says 319 staff and 55 residents tested positive (https://auburnpub.com/news/local/govt-and-politics/more-covid-19-cases-in-ny-prisons-groups-urge-cuomo-to-release-high-risk-inmates/article_c616d0b8-71cd-56f3-b108-402c1abd282e.html) ----- (4/3/20) (https://www.northcountrypublicradio.org/news/story/41046/20200403/nys-prisons-report-4-covid-related-deaths-more-than-200-staff-infected) https://www.northcountrypublicradio.org/news/story/41046/20200403/nys-prisons-report-4-covid-related-deaths-more-than-200-staff-infected ) (3/31/20) ( https://news.wbfo.org/post/nys-prisons-105-employees-and-14-inmates-test-positive-covid-19; https://www.huffpost.com/entry/death-at-sing-sing-prison-coronavirus_n_5e84efb6c5b6f55ebf4740cd; https://nypost.com/2020/04/03/ny-corrections-union-says-first-member-has-died-of-covid-19/ )",KP,
Prison,New York,Moriah,,0,,0,,0,5/11/20,https://doccs.ny.gov/doccs-covid-19-report,"(4/22/20)  NY has posted facility-level data beginning 4/20 - deleted state-wide number for residents in favor of facility-specific  (4/11/20) NY finally posts a tracker - updated with numbers for staff and inmates, not parolees ----- (4/7/20) article says 319 staff and 55 residents tested positive (https://auburnpub.com/news/local/govt-and-politics/more-covid-19-cases-in-ny-prisons-groups-urge-cuomo-to-release-high-risk-inmates/article_c616d0b8-71cd-56f3-b108-402c1abd282e.html) ----- (4/3/20) (https://www.northcountrypublicradio.org/news/story/41046/20200403/nys-prisons-report-4-covid-related-deaths-more-than-200-staff-infected) https://www.northcountrypublicradio.org/news/story/41046/20200403/nys-prisons-report-4-covid-related-deaths-more-than-200-staff-infected ) (3/31/20) ( https://news.wbfo.org/post/nys-prisons-105-employees-and-14-inmates-test-positive-covid-19; https://www.huffpost.com/entry/death-at-sing-sing-prison-coronavirus_n_5e84efb6c5b6f55ebf4740cd; https://nypost.com/2020/04/03/ny-corrections-union-says-first-member-has-died-of-covid-19/ )",KP,
Prison,New York,Ogdensburg,,0,,0,,0,5/11/20,https://doccs.ny.gov/doccs-covid-19-report,"(4/22/20)  NY has posted facility-level data beginning 4/20 - deleted state-wide number for residents in favor of facility-specific  (4/11/20) NY finally posts a tracker - updated with numbers for staff and inmates, not parolees ----- (4/7/20) article says 319 staff and 55 residents tested positive (https://auburnpub.com/news/local/govt-and-politics/more-covid-19-cases-in-ny-prisons-groups-urge-cuomo-to-release-high-risk-inmates/article_c616d0b8-71cd-56f3-b108-402c1abd282e.html) ----- (4/3/20) (https://www.northcountrypublicradio.org/news/story/41046/20200403/nys-prisons-report-4-covid-related-deaths-more-than-200-staff-infected) https://www.northcountrypublicradio.org/news/story/41046/20200403/nys-prisons-report-4-covid-related-deaths-more-than-200-staff-infected ) (3/31/20) ( https://news.wbfo.org/post/nys-prisons-105-employees-and-14-inmates-test-positive-covid-19; https://www.huffpost.com/entry/death-at-sing-sing-prison-coronavirus_n_5e84efb6c5b6f55ebf4740cd; https://nypost.com/2020/04/03/ny-corrections-union-says-first-member-has-died-of-covid-19/ )",KP,
Prison,New York,Orleans,,0,,0,,0,5/11/20,https://doccs.ny.gov/doccs-covid-19-report,"(4/22/20)  NY has posted facility-level data beginning 4/20 - deleted state-wide number for residents in favor of facility-specific  (4/11/20) NY finally posts a tracker - updated with numbers for staff and inmates, not parolees ----- (4/7/20) article says 319 staff and 55 residents tested positive (https://auburnpub.com/news/local/govt-and-politics/more-covid-19-cases-in-ny-prisons-groups-urge-cuomo-to-release-high-risk-inmates/article_c616d0b8-71cd-56f3-b108-402c1abd282e.html) ----- (4/3/20) (https://www.northcountrypublicradio.org/news/story/41046/20200403/nys-prisons-report-4-covid-related-deaths-more-than-200-staff-infected) https://www.northcountrypublicradio.org/news/story/41046/20200403/nys-prisons-report-4-covid-related-deaths-more-than-200-staff-infected ) (3/31/20) ( https://news.wbfo.org/post/nys-prisons-105-employees-and-14-inmates-test-positive-covid-19; https://www.huffpost.com/entry/death-at-sing-sing-prison-coronavirus_n_5e84efb6c5b6f55ebf4740cd; https://nypost.com/2020/04/03/ny-corrections-union-says-first-member-has-died-of-covid-19/ )",KP,
Prison,New York,Otisville,,45,,1,,30,5/11/20,https://doccs.ny.gov/doccs-covid-19-report,"(4/22/20)  NY has posted facility-level data beginning 4/20 - deleted state-wide number for residents in favor of facility-specific  (4/11/20) NY finally posts a tracker - updated with numbers for staff and inmates, not parolees ----- (4/7/20) article says 319 staff and 55 residents tested positive (https://auburnpub.com/news/local/govt-and-politics/more-covid-19-cases-in-ny-prisons-groups-urge-cuomo-to-release-high-risk-inmates/article_c616d0b8-71cd-56f3-b108-402c1abd282e.html) ----- (4/3/20) (https://www.northcountrypublicradio.org/news/story/41046/20200403/nys-prisons-report-4-covid-related-deaths-more-than-200-staff-infected) https://www.northcountrypublicradio.org/news/story/41046/20200403/nys-prisons-report-4-covid-related-deaths-more-than-200-staff-infected ) (3/31/20) ( https://news.wbfo.org/post/nys-prisons-105-employees-and-14-inmates-test-positive-covid-19; https://www.huffpost.com/entry/death-at-sing-sing-prison-coronavirus_n_5e84efb6c5b6f55ebf4740cd; https://nypost.com/2020/04/03/ny-corrections-union-says-first-member-has-died-of-covid-19/ )",KP,
Prison,New York,Queensboro,,1,,1,,0,5/11/20,https://doccs.ny.gov/doccs-covid-19-report,"(4/22/20)  NY has posted facility-level data beginning 4/20 - deleted state-wide number for residents in favor of facility-specific  (4/11/20) NY finally posts a tracker - updated with numbers for staff and inmates, not parolees ----- (4/7/20) article says 319 staff and 55 residents tested positive (https://auburnpub.com/news/local/govt-and-politics/more-covid-19-cases-in-ny-prisons-groups-urge-cuomo-to-release-high-risk-inmates/article_c616d0b8-71cd-56f3-b108-402c1abd282e.html) ----- (4/3/20) (https://www.northcountrypublicradio.org/news/story/41046/20200403/nys-prisons-report-4-covid-related-deaths-more-than-200-staff-infected) https://www.northcountrypublicradio.org/news/story/41046/20200403/nys-prisons-report-4-covid-related-deaths-more-than-200-staff-infected ) (3/31/20) ( https://news.wbfo.org/post/nys-prisons-105-employees-and-14-inmates-test-positive-covid-19; https://www.huffpost.com/entry/death-at-sing-sing-prison-coronavirus_n_5e84efb6c5b6f55ebf4740cd; https://nypost.com/2020/04/03/ny-corrections-union-says-first-member-has-died-of-covid-19/ )",KP,
Prison,New York,Riverview,,0,,0,,0,5/11/20,https://doccs.ny.gov/doccs-covid-19-report,"(4/22/20)  NY has posted facility-level data beginning 4/20 - deleted state-wide number for residents in favor of facility-specific  (4/11/20) NY finally posts a tracker - updated with numbers for staff and inmates, not parolees ----- (4/7/20) article says 319 staff and 55 residents tested positive (https://auburnpub.com/news/local/govt-and-politics/more-covid-19-cases-in-ny-prisons-groups-urge-cuomo-to-release-high-risk-inmates/article_c616d0b8-71cd-56f3-b108-402c1abd282e.html) ----- (4/3/20) (https://www.northcountrypublicradio.org/news/story/41046/20200403/nys-prisons-report-4-covid-related-deaths-more-than-200-staff-infected) https://www.northcountrypublicradio.org/news/story/41046/20200403/nys-prisons-report-4-covid-related-deaths-more-than-200-staff-infected ) (3/31/20) ( https://news.wbfo.org/post/nys-prisons-105-employees-and-14-inmates-test-positive-covid-19; https://www.huffpost.com/entry/death-at-sing-sing-prison-coronavirus_n_5e84efb6c5b6f55ebf4740cd; https://nypost.com/2020/04/03/ny-corrections-union-says-first-member-has-died-of-covid-19/ )",KP,
Prison,New York,Rochester,,0,,0,,0,5/11/20,https://doccs.ny.gov/doccs-covid-19-report,"(4/22/20)  NY has posted facility-level data beginning 4/20 - deleted state-wide number for residents in favor of facility-specific  (4/11/20) NY finally posts a tracker - updated with numbers for staff and inmates, not parolees ----- (4/7/20) article says 319 staff and 55 residents tested positive (https://auburnpub.com/news/local/govt-and-politics/more-covid-19-cases-in-ny-prisons-groups-urge-cuomo-to-release-high-risk-inmates/article_c616d0b8-71cd-56f3-b108-402c1abd282e.html) ----- (4/3/20) (https://www.northcountrypublicradio.org/news/story/41046/20200403/nys-prisons-report-4-covid-related-deaths-more-than-200-staff-infected) https://www.northcountrypublicradio.org/news/story/41046/20200403/nys-prisons-report-4-covid-related-deaths-more-than-200-staff-infected ) (3/31/20) ( https://news.wbfo.org/post/nys-prisons-105-employees-and-14-inmates-test-positive-covid-19; https://www.huffpost.com/entry/death-at-sing-sing-prison-coronavirus_n_5e84efb6c5b6f55ebf4740cd; https://nypost.com/2020/04/03/ny-corrections-union-says-first-member-has-died-of-covid-19/ )",KP,
Prison,New York,Shawangunk,,20,,1,,10,5/11/20,https://doccs.ny.gov/doccs-covid-19-report,"(4/22/20)  NY has posted facility-level data beginning 4/20 - deleted state-wide number for residents in favor of facility-specific  (4/11/20) NY finally posts a tracker - updated with numbers for staff and inmates, not parolees ----- (4/7/20) article says 319 staff and 55 residents tested positive (https://auburnpub.com/news/local/govt-and-politics/more-covid-19-cases-in-ny-prisons-groups-urge-cuomo-to-release-high-risk-inmates/article_c616d0b8-71cd-56f3-b108-402c1abd282e.html) ----- (4/3/20) (https://www.northcountrypublicradio.org/news/story/41046/20200403/nys-prisons-report-4-covid-related-deaths-more-than-200-staff-infected) https://www.northcountrypublicradio.org/news/story/41046/20200403/nys-prisons-report-4-covid-related-deaths-more-than-200-staff-infected ) (3/31/20) ( https://news.wbfo.org/post/nys-prisons-105-employees-and-14-inmates-test-positive-covid-19; https://www.huffpost.com/entry/death-at-sing-sing-prison-coronavirus_n_5e84efb6c5b6f55ebf4740cd; https://nypost.com/2020/04/03/ny-corrections-union-says-first-member-has-died-of-covid-19/ )",KP,
Prison,New York,Sing Sing,,52,,4,,42,5/11/20,https://doccs.ny.gov/doccs-covid-19-report,"(4/22/20)  NY has posted facility-level data beginning 4/20 - deleted state-wide number for residents in favor of facility-specific  (4/11/20) NY finally posts a tracker - updated with numbers for staff and inmates, not parolees ----- (4/7/20) article says 319 staff and 55 residents tested positive (https://auburnpub.com/news/local/govt-and-politics/more-covid-19-cases-in-ny-prisons-groups-urge-cuomo-to-release-high-risk-inmates/article_c616d0b8-71cd-56f3-b108-402c1abd282e.html) ----- (4/3/20) (https://www.northcountrypublicradio.org/news/story/41046/20200403/nys-prisons-report-4-covid-related-deaths-more-than-200-staff-infected) https://www.northcountrypublicradio.org/news/story/41046/20200403/nys-prisons-report-4-covid-related-deaths-more-than-200-staff-infected ) (3/31/20) ( https://news.wbfo.org/post/nys-prisons-105-employees-and-14-inmates-test-positive-covid-19; https://www.huffpost.com/entry/death-at-sing-sing-prison-coronavirus_n_5e84efb6c5b6f55ebf4740cd; https://nypost.com/2020/04/03/ny-corrections-union-says-first-member-has-died-of-covid-19/ )",KP,
Prison,New York,Southport,,11,,0,,1,5/11/20,https://doccs.ny.gov/doccs-covid-19-report,"(4/22/20)  NY has posted facility-level data beginning 4/20 - deleted state-wide number for residents in favor of facility-specific  (4/11/20) NY finally posts a tracker - updated with numbers for staff and inmates, not parolees ----- (4/7/20) article says 319 staff and 55 residents tested positive (https://auburnpub.com/news/local/govt-and-politics/more-covid-19-cases-in-ny-prisons-groups-urge-cuomo-to-release-high-risk-inmates/article_c616d0b8-71cd-56f3-b108-402c1abd282e.html) ----- (4/3/20) (https://www.northcountrypublicradio.org/news/story/41046/20200403/nys-prisons-report-4-covid-related-deaths-more-than-200-staff-infected) https://www.northcountrypublicradio.org/news/story/41046/20200403/nys-prisons-report-4-covid-related-deaths-more-than-200-staff-infected ) (3/31/20) ( https://news.wbfo.org/post/nys-prisons-105-employees-and-14-inmates-test-positive-covid-19; https://www.huffpost.com/entry/death-at-sing-sing-prison-coronavirus_n_5e84efb6c5b6f55ebf4740cd; https://nypost.com/2020/04/03/ny-corrections-union-says-first-member-has-died-of-covid-19/ )",KP,
Prison,New York,Sullivan,,8,,0,,0,5/11/20,https://doccs.ny.gov/doccs-covid-19-report,"(4/22/20)  NY has posted facility-level data beginning 4/20 - deleted state-wide number for residents in favor of facility-specific  (4/11/20) NY finally posts a tracker - updated with numbers for staff and inmates, not parolees ----- (4/7/20) article says 319 staff and 55 residents tested positive (https://auburnpub.com/news/local/govt-and-politics/more-covid-19-cases-in-ny-prisons-groups-urge-cuomo-to-release-high-risk-inmates/article_c616d0b8-71cd-56f3-b108-402c1abd282e.html) ----- (4/3/20) (https://www.northcountrypublicradio.org/news/story/41046/20200403/nys-prisons-report-4-covid-related-deaths-more-than-200-staff-infected) https://www.northcountrypublicradio.org/news/story/41046/20200403/nys-prisons-report-4-covid-related-deaths-more-than-200-staff-infected ) (3/31/20) ( https://news.wbfo.org/post/nys-prisons-105-employees-and-14-inmates-test-positive-covid-19; https://www.huffpost.com/entry/death-at-sing-sing-prison-coronavirus_n_5e84efb6c5b6f55ebf4740cd; https://nypost.com/2020/04/03/ny-corrections-union-says-first-member-has-died-of-covid-19/ )",KP,
Prison,New York,Taconic,,2,,0,,0,5/11/20,https://doccs.ny.gov/doccs-covid-19-report,"(4/22/20)  NY has posted facility-level data beginning 4/20 - deleted state-wide number for residents in favor of facility-specific  (4/11/20) NY finally posts a tracker - updated with numbers for staff and inmates, not parolees ----- (4/7/20) article says 319 staff and 55 residents tested positive (https://auburnpub.com/news/local/govt-and-politics/more-covid-19-cases-in-ny-prisons-groups-urge-cuomo-to-release-high-risk-inmates/article_c616d0b8-71cd-56f3-b108-402c1abd282e.html) ----- (4/3/20) (https://www.northcountrypublicradio.org/news/story/41046/20200403/nys-prisons-report-4-covid-related-deaths-more-than-200-staff-infected) https://www.northcountrypublicradio.org/news/story/41046/20200403/nys-prisons-report-4-covid-related-deaths-more-than-200-staff-infected ) (3/31/20) ( https://news.wbfo.org/post/nys-prisons-105-employees-and-14-inmates-test-positive-covid-19; https://www.huffpost.com/entry/death-at-sing-sing-prison-coronavirus_n_5e84efb6c5b6f55ebf4740cd; https://nypost.com/2020/04/03/ny-corrections-union-says-first-member-has-died-of-covid-19/ )",KP,
Prison,New York,Ulster,,1,,0,,1,5/11/20,https://doccs.ny.gov/doccs-covid-19-report,"(4/22/20)  NY has posted facility-level data beginning 4/20 - deleted state-wide number for residents in favor of facility-specific  (4/11/20) NY finally posts a tracker - updated with numbers for staff and inmates, not parolees ----- (4/7/20) article says 319 staff and 55 residents tested positive (https://auburnpub.com/news/local/govt-and-politics/more-covid-19-cases-in-ny-prisons-groups-urge-cuomo-to-release-high-risk-inmates/article_c616d0b8-71cd-56f3-b108-402c1abd282e.html) ----- (4/3/20) (https://www.northcountrypublicradio.org/news/story/41046/20200403/nys-prisons-report-4-covid-related-deaths-more-than-200-staff-infected) https://www.northcountrypublicradio.org/news/story/41046/20200403/nys-prisons-report-4-covid-related-deaths-more-than-200-staff-infected ) (3/31/20) ( https://news.wbfo.org/post/nys-prisons-105-employees-and-14-inmates-test-positive-covid-19; https://www.huffpost.com/entry/death-at-sing-sing-prison-coronavirus_n_5e84efb6c5b6f55ebf4740cd; https://nypost.com/2020/04/03/ny-corrections-union-says-first-member-has-died-of-covid-19/ )",KP,
Prison,New York,Upstate,,0,,0,,0,5/11/20,https://doccs.ny.gov/doccs-covid-19-report,"(4/22/20)  NY has posted facility-level data beginning 4/20 - deleted state-wide number for residents in favor of facility-specific  (4/11/20) NY finally posts a tracker - updated with numbers for staff and inmates, not parolees ----- (4/7/20) article says 319 staff and 55 residents tested positive (https://auburnpub.com/news/local/govt-and-politics/more-covid-19-cases-in-ny-prisons-groups-urge-cuomo-to-release-high-risk-inmates/article_c616d0b8-71cd-56f3-b108-402c1abd282e.html) ----- (4/3/20) (https://www.northcountrypublicradio.org/news/story/41046/20200403/nys-prisons-report-4-covid-related-deaths-more-than-200-staff-infected) https://www.northcountrypublicradio.org/news/story/41046/20200403/nys-prisons-report-4-covid-related-deaths-more-than-200-staff-infected ) (3/31/20) ( https://news.wbfo.org/post/nys-prisons-105-employees-and-14-inmates-test-positive-covid-19; https://www.huffpost.com/entry/death-at-sing-sing-prison-coronavirus_n_5e84efb6c5b6f55ebf4740cd; https://nypost.com/2020/04/03/ny-corrections-union-says-first-member-has-died-of-covid-19/ )",KP,
Prison,New York,Wallkill,,10,,0,,9,5/11/20,https://doccs.ny.gov/doccs-covid-19-report,"(4/22/20)  NY has posted facility-level data beginning 4/20 - deleted state-wide number for residents in favor of facility-specific  (4/11/20) NY finally posts a tracker - updated with numbers for staff and inmates, not parolees ----- (4/7/20) article says 319 staff and 55 residents tested positive (https://auburnpub.com/news/local/govt-and-politics/more-covid-19-cases-in-ny-prisons-groups-urge-cuomo-to-release-high-risk-inmates/article_c616d0b8-71cd-56f3-b108-402c1abd282e.html) ----- (4/3/20) (https://www.northcountrypublicradio.org/news/story/41046/20200403/nys-prisons-report-4-covid-related-deaths-more-than-200-staff-infected) https://www.northcountrypublicradio.org/news/story/41046/20200403/nys-prisons-report-4-covid-related-deaths-more-than-200-staff-infected ) (3/31/20) ( https://news.wbfo.org/post/nys-prisons-105-employees-and-14-inmates-test-positive-covid-19; https://www.huffpost.com/entry/death-at-sing-sing-prison-coronavirus_n_5e84efb6c5b6f55ebf4740cd; https://nypost.com/2020/04/03/ny-corrections-union-says-first-member-has-died-of-covid-19/ )",KP,
Prison,New York,Washington,,0,,0,,0,5/11/20,https://doccs.ny.gov/doccs-covid-19-report,"(4/22/20)  NY has posted facility-level data beginning 4/20 - deleted state-wide number for residents in favor of facility-specific  (4/11/20) NY finally posts a tracker - updated with numbers for staff and inmates, not parolees ----- (4/7/20) article says 319 staff and 55 residents tested positive (https://auburnpub.com/news/local/govt-and-politics/more-covid-19-cases-in-ny-prisons-groups-urge-cuomo-to-release-high-risk-inmates/article_c616d0b8-71cd-56f3-b108-402c1abd282e.html) ----- (4/3/20) (https://www.northcountrypublicradio.org/news/story/41046/20200403/nys-prisons-report-4-covid-related-deaths-more-than-200-staff-infected) https://www.northcountrypublicradio.org/news/story/41046/20200403/nys-prisons-report-4-covid-related-deaths-more-than-200-staff-infected ) (3/31/20) ( https://news.wbfo.org/post/nys-prisons-105-employees-and-14-inmates-test-positive-covid-19; https://www.huffpost.com/entry/death-at-sing-sing-prison-coronavirus_n_5e84efb6c5b6f55ebf4740cd; https://nypost.com/2020/04/03/ny-corrections-union-says-first-member-has-died-of-covid-19/ )",KP,
Prison,New York,Watertown,,0,,0,,0,5/11/20,https://doccs.ny.gov/doccs-covid-19-report,"(4/22/20)  NY has posted facility-level data beginning 4/20 - deleted state-wide number for residents in favor of facility-specific  (4/11/20) NY finally posts a tracker - updated with numbers for staff and inmates, not parolees ----- (4/7/20) article says 319 staff and 55 residents tested positive (https://auburnpub.com/news/local/govt-and-politics/more-covid-19-cases-in-ny-prisons-groups-urge-cuomo-to-release-high-risk-inmates/article_c616d0b8-71cd-56f3-b108-402c1abd282e.html) ----- (4/3/20) (https://www.northcountrypublicradio.org/news/story/41046/20200403/nys-prisons-report-4-covid-related-deaths-more-than-200-staff-infected) https://www.northcountrypublicradio.org/news/story/41046/20200403/nys-prisons-report-4-covid-related-deaths-more-than-200-staff-infected ) (3/31/20) ( https://news.wbfo.org/post/nys-prisons-105-employees-and-14-inmates-test-positive-covid-19; https://www.huffpost.com/entry/death-at-sing-sing-prison-coronavirus_n_5e84efb6c5b6f55ebf4740cd; https://nypost.com/2020/04/03/ny-corrections-union-says-first-member-has-died-of-covid-19/ )",KP,
Prison,New York,Wende,,27,,0,,23,5/11/20,https://doccs.ny.gov/doccs-covid-19-report,"(4/22/20)  NY has posted facility-level data beginning 4/20 - deleted state-wide number for residents in favor of facility-specific  (4/11/20) NY finally posts a tracker - updated with numbers for staff and inmates, not parolees ----- (4/7/20) article says 319 staff and 55 residents tested positive (https://auburnpub.com/news/local/govt-and-politics/more-covid-19-cases-in-ny-prisons-groups-urge-cuomo-to-release-high-risk-inmates/article_c616d0b8-71cd-56f3-b108-402c1abd282e.html) ----- (4/3/20) (https://www.northcountrypublicradio.org/news/story/41046/20200403/nys-prisons-report-4-covid-related-deaths-more-than-200-staff-infected) https://www.northcountrypublicradio.org/news/story/41046/20200403/nys-prisons-report-4-covid-related-deaths-more-than-200-staff-infected ) (3/31/20) ( https://news.wbfo.org/post/nys-prisons-105-employees-and-14-inmates-test-positive-covid-19; https://www.huffpost.com/entry/death-at-sing-sing-prison-coronavirus_n_5e84efb6c5b6f55ebf4740cd; https://nypost.com/2020/04/03/ny-corrections-union-says-first-member-has-died-of-covid-19/ )",KP,
Prison,New York,Willard,,0,,0,,0,5/11/20,https://doccs.ny.gov/doccs-covid-19-report,"(4/22/20)  NY has posted facility-level data beginning 4/20 - deleted state-wide number for residents in favor of facility-specific  (4/11/20) NY finally posts a tracker - updated with numbers for staff and inmates, not parolees ----- (4/7/20) article says 319 staff and 55 residents tested positive (https://auburnpub.com/news/local/govt-and-politics/more-covid-19-cases-in-ny-prisons-groups-urge-cuomo-to-release-high-risk-inmates/article_c616d0b8-71cd-56f3-b108-402c1abd282e.html) ----- (4/3/20) (https://www.northcountrypublicradio.org/news/story/41046/20200403/nys-prisons-report-4-covid-related-deaths-more-than-200-staff-infected) https://www.northcountrypublicradio.org/news/story/41046/20200403/nys-prisons-report-4-covid-related-deaths-more-than-200-staff-infected ) (3/31/20) ( https://news.wbfo.org/post/nys-prisons-105-employees-and-14-inmates-test-positive-covid-19; https://www.huffpost.com/entry/death-at-sing-sing-prison-coronavirus_n_5e84efb6c5b6f55ebf4740cd; https://nypost.com/2020/04/03/ny-corrections-union-says-first-member-has-died-of-covid-19/ )",KP,
Prison,New York,Woodbourne,,0,,0,,0,5/11/20,https://doccs.ny.gov/doccs-covid-19-report,"(4/22/20)  NY has posted facility-level data beginning 4/20 - deleted state-wide number for residents in favor of facility-specific  (4/11/20) NY finally posts a tracker - updated with numbers for staff and inmates, not parolees ----- (4/7/20) article says 319 staff and 55 residents tested positive (https://auburnpub.com/news/local/govt-and-politics/more-covid-19-cases-in-ny-prisons-groups-urge-cuomo-to-release-high-risk-inmates/article_c616d0b8-71cd-56f3-b108-402c1abd282e.html) ----- (4/3/20) (https://www.northcountrypublicradio.org/news/story/41046/20200403/nys-prisons-report-4-covid-related-deaths-more-than-200-staff-infected) https://www.northcountrypublicradio.org/news/story/41046/20200403/nys-prisons-report-4-covid-related-deaths-more-than-200-staff-infected ) (3/31/20) ( https://news.wbfo.org/post/nys-prisons-105-employees-and-14-inmates-test-positive-covid-19; https://www.huffpost.com/entry/death-at-sing-sing-prison-coronavirus_n_5e84efb6c5b6f55ebf4740cd; https://nypost.com/2020/04/03/ny-corrections-union-says-first-member-has-died-of-covid-19/ )",KP,
Prison,New York,Wyoming,,0,,0,,0,5/11/20,https://doccs.ny.gov/doccs-covid-19-report,"(4/22/20)  NY has posted facility-level data beginning 4/20 - deleted state-wide number for residents in favor of facility-specific  (4/11/20) NY finally posts a tracker - updated with numbers for staff and inmates, not parolees ----- (4/7/20) article says 319 staff and 55 residents tested positive (https://auburnpub.com/news/local/govt-and-politics/more-covid-19-cases-in-ny-prisons-groups-urge-cuomo-to-release-high-risk-inmates/article_c616d0b8-71cd-56f3-b108-402c1abd282e.html) ----- (4/3/20) (https://www.northcountrypublicradio.org/news/story/41046/20200403/nys-prisons-report-4-covid-related-deaths-more-than-200-staff-infected) https://www.northcountrypublicradio.org/news/story/41046/20200403/nys-prisons-report-4-covid-related-deaths-more-than-200-staff-infected ) (3/31/20) ( https://news.wbfo.org/post/nys-prisons-105-employees-and-14-inmates-test-positive-covid-19; https://www.huffpost.com/entry/death-at-sing-sing-prison-coronavirus_n_5e84efb6c5b6f55ebf4740cd; https://nypost.com/2020/04/03/ny-corrections-union-says-first-member-has-died-of-covid-19/ )",KP,
Prison,North Carolina,Albermarle CI,,0,0,0,,,5/11/20,https://www.ncdps.gov/our-organization/emergency-management/past-disasters/dps-actions-covid-19#prisons,"(4/30/20)  Article reports third fatality, resident was at Neuse (https://www.charlotteobserver.com/news/coronavirus/article242398361.html)  (4/22/20) article says 1 resident death at Pender ( https://wlos.com/news/coronavirus/north-carolina-inmate-dies-coronavirus-in-custody ) ----- (4/18/20) article says no deaths across any NC facility ( https://wlos.com/news/local/covid-19-outbreak-at-north-carolina-prison-grows-over-250 ) ----- (4/17/20) article reports 30 staff infected, and 259 residents at Neuse alone - not reported yet on NC's official website (https://www.charlotteobserver.com/news/coronavirus/article242053101.html)  (4/14/20) article says 20 staffers at 10 facilities positive ( https://www.northcarolinahealthnews.org/2020/04/14/nc-prisons-covid-19-early-release/ ) ----- (4/6/20) article says 8 inmates have tested positive ( https://www.charlotteobserver.com/news/local/article241804281.html ) ----- (4/5/20) article says 7 residents and 5 staff have tested positive ( https://www.newsobserver.com/news/coronavirus/article241781341.html )",GD,
