FID,OBJECTID,FACILITYID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,SECURELVL,CAPACITY,Shape_Leng,SHAPE_Length,SHAPE_Area
2827,3617,10003115,PHILADELPHIA INDUSTRIAL CORRECTIONAL CENTER,8301 STATE RD,PHILADELPHIA,PA,19136,2914,(215) 685-7103,LOCAL,OPEN,974,PHILADELPHIA,42101,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.phila.gov/PRISONS/Pages/default.aspx, http://www.cor.pa.gov/Facilities/CountyPrisons/Pages/County-Prison-Contact-Info.aspx",4/17/2018,IMAGERY/OTHER,2018/04/18 00:00:00,http://www.phila.gov/PRISONS/Pages/default.aspx,CLOSE,1230,0.00992119793307,1261.53407843691,3.44348763392e-06
2828,3618,10005517,GREENE COUNTY SHERIFF'S DEPARTMENT,301 NORTH GREENE STREET,SNOW HILL,NC,28580,NOT AVAILABLE,(252) 747-4700,COUNTY,OPEN,-999,GREENE,37079,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.co.greene.nc.us/sheriffs-office,4/2/2018,IMAGERY,2018/04/02 00:00:00,http://www.co.greene.nc.us/sheriffs-office,NOT AVAILABLE,96,0.00221111824045,265.763541548049,2.62950398593e-07
2829,3619,10006466,TALLASSEE POLICE DEPARTMENT,214 BARNETT BLVD,TALLASSEE,AL,36078,NOT AVAILABLE,NOT AVAILABLE,LOCAL,NOT AVAILABLE,-999,ELMORE,01051,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.tallassee-al.gov/city-services/police-department,5/25/2018,UNVERIFIED,2018/05/25 00:00:00,NOT AVAILABLE,NOT AVAILABLE,-999,0.000997508489057,123.741356571676,5.82460762088e-08
2830,3620,10001757,GREENSBORO DETENTION CENTER,201 S EDGEWORTH ST,GREENSBORO,NC,27401,NOT AVAILABLE,(336) 641-2700,COUNTY,OPEN,690,GUILFORD,37081,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.gcsonc.com/detention-centers,4/2/2018,IMAGERY,2018/04/02 00:00:00,http://www.gcsonc.com/detention-centers,MAXIMUM,1032,0.00369645249553,453.900392402717,7.24035358346e-07
2831,3621,10004162,GUILFORD COUNTY SHERIFF'S PRISON FARM,7315 HOWERTON RD,ELON,NC,27244,NOT AVAILABLE,(336) 641-2630,COUNTY,OPEN,100,GUILFORD,37081,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.gcsonc.com/detention-centers,4/2/2018,IMAGERY,2018/04/02 00:00:00,http://www.gcsonc.com/detention-centers,MINIMUM,134,0.0157988525776,1937.81875388415,5.47357167599e-06
2832,3622,10003248,PAGE COUNTY JAIL,108 SOUTH COURT ST,LURAY,VA,22835,NOT AVAILABLE,NOT AVAILABLE,COUNTY,OPEN,79,PAGE,51139,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.pagesheriff.com/index.html,5/4/2018,IMAGERY,2018/05/04 00:00:00,http://www.pagesheriff.com/index.html,NOT AVAILABLE,26,0.00124731091816,157.308972928392,8.50632274042e-08
2833,3623,10005833,RAPPAHANNOCK COUNTY SHERIFF'S OFFICE,383 PORTER STREET,WASHINGTON,VA,22747,NOT AVAILABLE,NOT AVAILABLE,COUNTY,OPEN,-999,RAPPAHANNOCK,51157,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.rappahannockcountyva.gov/contact.html#S,3/1/2016,UNVERIFIED,2018/05/04 00:00:00,NOT AVAILABLE,NOT AVAILABLE,-999,0.00104526753054,130.920022876896,6.21411519477e-08
2834,3624,10006467,TRUSSVILLE CITY JAIL,131 MAIN STREET,TRUSSVILLE,AL,35173,NOT AVAILABLE,NOT AVAILABLE,LOCAL,OPEN,-999,JEFFERSON,01073,USA,922140,CORRECTIONAL INSTITUTIONS,http://trussville.org/departments/municipal-court/,5/25/2018,IMAGERY,2018/05/25 00:00:00,NOT AVAILABLE,NOT AVAILABLE,32,0.00184894577647,227.061354484259,1.40407923925e-07
2835,3625,10001758,GUILFORD COUNTY JUVENILE DETENTION CENTER,15 LOCKHEED COURT,GREENSBORO,NC,27409,NOT AVAILABLE,(336) 641-2600,COUNTY,OPEN,-999,GUILFORD,37081,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.ncdps.gov/juvenile-justice/juvenile-facility-operations,4/2/2018,IMAGERY,2018/04/02 00:00:00,https://www.ncdps.gov/juvenile-justice/juvenile-facility-operations,JUVENILE,48,0.00430976723537,541.800558570594,8.81738654293e-07
2836,3626,10004152,HALIFAX COUNTY JAIL,355 FERRELL LN,HALIFAX,NC,27839,NOT AVAILABLE,(252) 583-3081,COUNTY,OPEN,-999,HALIFAX,37083,USA,922140,CORRECTIONAL INSTITUTIONS,https://ncjaa.org/contento/uploads/2014/02/NCJAA-Directory-and-Resource-Guide-2017-5.pdf,4/2/2018,IMAGERY,2018/04/02 00:00:00,NOT AVAILABLE,NOT AVAILABLE,85,0.00291607782768,356.47621336574,3.33512887341e-07
2837,3627,10004196,HARNETT COUNTY JAIL,175 BAIN STREET,LILLINGTON,NC,27546,NOT AVAILABLE,(910) 893-0257,COUNTY,OPEN,213,HARNETT,37085,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.harnettsheriff.com/default.asp,4/2/2018,IMAGERY,2018/04/02 00:00:00,http://www.harnettsheriff.com/default.asp,MAXIMUM,300,0.00635057567943,771.23838806616,1.49778867575e-06
2838,3628,10003113,ALTERNATIVE & SPECIAL DETENTION CENTER(ASD),8101 STATE RD,PHILADELPHIA,PA,19136,2910,(215) 685-8309,LOCAL,OPEN,374,PHILADELPHIA,42101,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.cor.pa.gov/Facilities/CountyPrisons/Pages/Inspection-Schedule,-Statistics-And-General-Info.aspx, http://www.cor.pa.gov/Facilities/CountyPrisons/Pages/County-Prison-Contact-Info.aspx",4/18/2018,IMAGERY/OTHER,2018/04/18 00:00:00,http://www.phila.gov/PRISONS/Pages/default.aspx,MINIMUM,860,0.00705054282094,898.672300692934,2.06666434867e-06
2839,3629,10006478,PHILLIPS COUNTY JAIL,NOT AVAILABLE,HELENA,AR,72342,NOT AVAILABLE,NOT AVAILABLE,COUNTY,CLOSED,0,PHILLIPS,05107,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.helena-arkansas.com/article/20130430/NEWS/130439949,4/30/2013,IMAGERY,2018/05/25 00:00:00,NOT AVAILABLE,NOT AVAILABLE,-999,0.00225029248764,280.61302395847,3.11522738118e-07
2840,3630,10006879,RSW REGIONAL JAIL,6601 WINCHESTER ROAD,FRONT ROYAL,VA,22630,NOT AVAILABLE,(540) 622-6097,COUNTY,OPEN,411,WARREN,51187,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.rswregionaljail.com/,5/4/2018,IMAGERY,2018/05/04 00:00:00,https://www.rswregionaljail.com/,NOT AVAILABLE,375,0.00602273635185,766.395271469425,1.99862792667e-06
2841,3631,10006483,ARCADIA POLICE DEPARTMENT JAIL,250 W HUNTINGTON DRIVE,ARCADIA,CA,91007,NOT AVAILABLE,(626) 574-5151,LOCAL,OPEN,-999,LOS ANGELES,06037,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.arcadiaca.gov/government/city-departments/police-department,5/25/2018,IMAGERY,2018/05/25 00:00:00,NOT AVAILABLE,NOT AVAILABLE,-999,0.00282880513334,340.860766246896,4.36595507145e-07
2842,3632,10004192,HAYWOOD COUNTY DETENTION CENTER,1620 BROWN AVE,WAYNESVILLE,NC,28786,NOT AVAILABLE,(828) 452-6670,COUNTY,OPEN,-999,HAYWOOD,37087,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.haywoodncsheriff.com/,4/2/2018,IMAGERY,2018/04/02 00:00:00,http://www.haywoodncsheriff.com/,NOT AVAILABLE,150,0.00571200689669,715.635015513579,9.32695006587e-07
2843,3633,10002394,CHESAPEAKE JUVENILE DETENTION SERVICES,420 ALBEMARLE DR,CHESAPEAKE,VA,23322,NOT AVAILABLE,(757) 382-6648,LOCAL,OPEN,62,CHESAPEAKE CITY,51550,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.cityofchesapeake.net/government/city-departments/departments/human-services/Chesapeake-Juvenile-Services.htm,5/7/2018,IMAGERY,2018/05/07 00:00:00,NOT AVAILABLE,JUVENILE,100,0.0064421061497,791.498304319638,1.26995391497e-06
2844,3634,10004207,HENDERSON COUNTY DETENTION CENTER,375 FIRST AVE E,HENDERSONVILLE,NC,28792,NOT AVAILABLE,(828) 697-4955,COUNTY,OPEN,153,HENDERSON,37089,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.hendersoncountync.org/sheriff/,4/2/2018,IMAGERY,2018/04/02 00:00:00,http://www.hendersoncountync.org/sheriff/,NOT AVAILABLE,222,0.00418623334886,513.022552877299,1.0152190522e-06
2845,3635,10004144,HERTFORD COUNTY DETENTION CENTER,701 N TAYLOR ST,WINTON,NC,27986,NOT AVAILABLE,(252) 358-7840,COUNTY,OPEN,-999,HERTFORD,37091,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.hertfordcountync.gov/departments/public-safety/sheriffs-office/,4/2/2018,IMAGERY,2018/04/02 00:00:00,http://www.hertfordcountync.gov/departments/public-safety/sheriffs-office/,MEDIUM,92,0.00246162121015,305.546003548365,3.74241070967e-07
2846,3636,10004191,JOHNSTON COUNTY DETENTION CENTER,127 S 2ND ST,SMITHFIELD,NC,27577,NOT AVAILABLE,(919) 989-5040,COUNTY,OPEN,200,JOHNSTON,37101,USA,922140,CORRECTIONAL INSTITUTIONS,https://ncjaa.org/contento/uploads/2014/02/NCJAA-Directory-and-Resource-Guide-2017-5.pdf,4/2/2018,IMAGERY,2018/04/02 00:00:00,http://www.johnstonnc.com/sheriffs_office/content.cfm?page_desc=division,NOT AVAILABLE,191,0.00301472629526,378.641246228197,4.35045806002e-07
2847,3637,10005516,HYDE COUNTY SHERIFF'S OFFICE,1223 MAIN STREET,SWAN QUARTER,NC,27885,NOT AVAILABLE,(252) 926-3171,COUNTY,OPEN,-999,HYDE,37095,USA,922140,CORRECTIONAL INSTITUTIONS,https://ncjaa.org/contento/uploads/2014/02/NCJAA-Directory-and-Resource-Guide-2017-5.pdf,4/2/2018,IMAGERY,2018/04/02 00:00:00,NOT AVAILABLE,NOT AVAILABLE,32,0.00243339094585,302.423176525516,2.96101961825e-07
2848,3638,10003261,NORTHERN NECK REGIONAL JAIL,3908 RICHMOND RD,WARSAW,VA,22572,NOT AVAILABLE,(804) 333-6419,COUNTY,OPEN,439,RICHMOND,51159,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.nnrj.state.va.us/about/prea.html, http://www.nnrj.state.va.us/about/aboutindex.html",5/7/2018,IMAGERY,2018/05/07 00:00:00,http://www.nnrj.state.va.us/index.html,MAXIMUM,460,0.00569486729358,705.097586970755,1.42141646099e-06
2849,3639,10004175,IREDELL COUNTY DETENTION CENTER,221 E WATER ST,STATESVILLE,NC,28687,NOT AVAILABLE,(704) 878-3131,COUNTY,OPEN,-999,IREDELL,37097,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.iredellsheriff.com/,4/2/2018,IMAGERY,2018/04/02 00:00:00,http://www.iredellsheriff.com/,MAXIMUM,277,0.00420421399907,521.735454031782,7.0814480349e-07
2850,3640,10003110,CURRAN- FROMHOLD CORRECTIONAL FACILITY (CFCF),7901 STATE RD,PHILADELPHIA,PA,19136,NOT AVAILABLE,(215) 685-7843,LOCAL,OPEN,2185,PHILADELPHIA,42101,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.phila.gov/PRISONS/Pages/default.aspx, http://www.cor.pa.gov/Facilities/CountyPrisons/Pages/County-Prison-Contact-Info.aspx",4/17/2018,IMAGERY/OTHER,2018/04/18 00:00:00,http://www.phila.gov/PRISONS/Pages/default.aspx,CLOSE,2560,0.0104478074015,1336.58670835678,5.14209889987e-06
2851,3641,10001912,FRANKLIN COUNTY DETENTION FACILITY,30 LINCOLN AVE,ST. ALBANS,VT,05478,NOT AVAILABLE,NOT AVAILABLE,COUNTY,NOT AVAILABLE,-999,FRANKLIN,50011,USA,922140,CORRECTIONAL INSTITUTIONS,NOT AVAILABLE,NOT AVAILABLE,UNVERIFIED,2018/05/07 00:00:00,NOT AVAILABLE,NOT AVAILABLE,20,0.000929523824245,113.999561580155,3.99452337797e-08
2852,3642,10004200,MECKLENBURG COUNTY JAIL NORTH,5235 SPECTOR DR,CHARLOTTE,NC,28269,NOT AVAILABLE,(980) 314-5500,COUNTY,OPEN,85,MECKLENBURG,37119,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.mecksheriff.com/index.asp,4/3/2018,IMAGERY,2018/04/03 00:00:00,http://www.mecksheriff.com/index.asp,MEDIUM,722,0.0121954563346,1493.3180396827,2.77664314866e-06
2853,3643,10001917,ORANGE COUNTY JAIL,11 STATE HWY 113,CHELSEA,VT,05038,NOT AVAILABLE,NOT AVAILABLE,COUNTY,OPEN,-999,ORANGE,50017,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.orangecountysheriff.com/page26/page26.html,3/1/2016,UNVERIFIED,2018/05/07 00:00:00,NOT AVAILABLE,NOT AVAILABLE,-999,0.00107411757739,139.938447365431,3.81518141042e-08
2854,3644,10001783,LINCOLN COUNTY DETENTION CENTER,700 JOHN HOWELL MEMORIAL DR,LINCOLNTON,NC,28092,NOT AVAILABLE,(704) 732-9020,COUNTY,OPEN,127,LINCOLN,37109,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.lincolnsheriff.org/index.php?option=com_content&view=article&id=1&Itemid=435, https://ncjaa.org/contento/uploads/2014/02/NCJAA-Directory-and-Resource-Guide-2017-5.pdf",4/3/2018,IMAGERY,2018/04/03 00:00:00,http://www.lincolnsheriff.org/index.php?option=com_content&view=article&id=1&Itemid=435,NOT AVAILABLE,168,0.00451027890727,549.059018774586,7.6019917945e-07
2855,3645,10005509,MARTIN COUNTY DETENTION CENTER,305 EAST MAIN STREET,WILLIAMSTON,NC,27892,NOT AVAILABLE,NOT AVAILABLE,COUNTY,NOT AVAILABLE,-999,MARTIN,37117,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.martincountyncgov.com/departments/sheriff,4/3/2018,UNVERIFIED,2018/04/03 00:00:00,https://www.martincountyncgov.com/departments/sheriff,NOT AVAILABLE,-999,0.00295207354806,359.982223847306,3.89583487019e-07
2856,3646,10004201,MECKLENBURG COUNTY JAIL CENTRAL,801 E 4TH ST,CHARLOTTE,NC,28202,NOT AVAILABLE,(980) 314-5200,COUNTY,OPEN,1351,MECKLENBURG,37119,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.mecksheriff.com/index.asp,4/3/2018,IMAGERY/OTHER,2018/04/03 00:00:00,http://www.mecksheriff.com/index.asp,MAXIMUM,1904,0.00650198335014,774.947362683013,8.5862714994e-07
2857,3647,10002508,ASOTIN COUNTY JAIL,838 5TH ST,CLARKSTON,WA,99403,NOT AVAILABLE,(509) 758-1668,COUNTY,OPEN,55,ASOTIN,53003,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.waspc.org/crime-statistics-reports, http://www.co.asotin.wa.us/sheriff/",5/7/2018,IMAGERY,2018/05/07 00:00:00,NOT AVAILABLE,MAXIMUM,58,0.00300070248099,417.445312123079,2.72418732461e-07
2858,3648,10005521,MONTGOMERY COUNTY DETENTION CENTER,206 GLEN ROAD,TROY,NC,27371,NOT AVAILABLE,(910) 576-4261,COUNTY,OPEN,-999,MONTGOMERY,37123,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.montgomerycountync.com/departments/sheriffs-office,4/3/2018,IMAGERY,2018/04/03 00:00:00,http://www.montgomerycountync.com/departments/sheriffs-office,MAXIMUM,106,0.00341063900512,419.803420957846,5.28363720344e-07
2859,3649,10002503,BENTON COUNTY JAIL,7122 W OKANOGAN PLACE,KENNEWICK,WA,99336,NOT AVAILABLE,NOT AVAILABLE,COUNTY,OPEN,633,BENTON,53005,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.co.benton.wa.us/pview.aspx?id=709&catid=0,5/7/2018,IMAGERY,2018/05/07 00:00:00,NOT AVAILABLE,NOT AVAILABLE,800,0.00699401683797,896.200530523855,1.91810944294e-06
2860,3650,10002504,BENTON-FRANKLIN COUNTIES JUVENILE JUSTICE CENTER,5606 W CANAL DR,KENNEWICK,WA,99336,NOT AVAILABLE,(509) 783-2151,COUNTY,OPEN,-999,BENTON,53005,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.benton-franklinsuperiorcourt.com/juvenile-justice/,5/7/2018,IMAGERY,2018/05/07 00:00:00,NOT AVAILABLE,JUVENILE,35,0.00521669539989,665.636944523107,8.52206797269e-07
2861,3651,10006484,AZUSA POLICE DEPARTMENT JAIL,725 N ALAMEDA AVENUE,AZUSA,CA,91702,NOT AVAILABLE,NOT AVAILABLE,LOCAL,OPEN,-999,LOS ANGELES,06037,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.azusapd.org/resources,5/25/2018,UNVERIFIED,2018/05/25 00:00:00,https://www.azusapd.org/,NOT AVAILABLE,40,0.00259821890561,330.521857380136,2.95413641794e-07
2862,3652,10004198,MOORE COUNTY JAIL,302 SOUTH MCNEILL STREET,CARTHAGE,NC,28327,NOT AVAILABLE,(910) 947-2980,COUNTY,OPEN,135,MOORE,37125,USA,922140,CORRECTIONAL INSTITUTIONS,"https://www.moorecountync.gov/sheriff, https://ncjaa.org/contento/uploads/2014/02/NCJAA-Directory-and-Resource-Guide-2017-5.pdf",4/3/2018,IMAGERY,2018/04/03 00:00:00,https://www.moorecountync.gov/sheriff,NOT AVAILABLE,272,0.00581007780471,711.302536787875,1.27415031807e-06
2863,3653,10003114,PHILADELPHIA DETENTION CENTER,8201 STATE RD,PHILADELPHIA,PA,19136,NOT AVAILABLE,(215) 685-8436,LOCAL,OPEN,1202,PHILADELPHIA,42101,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.phila.gov/PRISONS/Pages/default.aspx, http://www.cor.pa.gov/Facilities/CountyPrisons/Pages/County-Prison-Contact-Info.aspx",4/17/2018,IMAGERY/OTHER,2018/04/18 00:00:00,http://www.phila.gov/PRISONS/Pages/default.aspx,MINIMUM,1677,0.0109031419209,1378.45600662425,5.01306078926e-06
2864,3654,10005507,NASH COUNTY DETENTION FACILITY,222 WEST WASHINGTON STREET,NASHVILLE,NC,27856,NOT AVAILABLE,(252) 459-1536,COUNTY,OPEN,-999,NASH,37127,USA,922140,CORRECTIONAL INSTITUTIONS,https://ncjaa.org/contento/uploads/2014/02/NCJAA-Directory-and-Resource-Guide-2017-5.pdf,4/3/2018,IMAGERY,2018/04/03 00:00:00,http://co.nash.nc.us/251/Sheriffs-Office,NOT AVAILABLE,296,0.00465898883378,576.27092520978,7.75356115153e-07
2865,3655,10001803,NEW HANOVER COUNTY DETENTION CENTER,3950 JUVENILE CENTER RD,CASTLE HAYNE,NC,28429,NOT AVAILABLE,(910) 798-4161,COUNTY,OPEN,569,NEW HANOVER,37129,USA,922140,CORRECTIONAL INSTITUTIONS,"https://www.newhanoversheriff.com/about-us/divisions/, https://ncjaa.org/contento/uploads/2014/02/NCJAA-Directory-and-Resource-Guide-2017-5.pdf",4/3/2018,IMAGERY,2018/04/03 00:00:00,https://www.newhanoversheriff.com/about-us/divisions/,NOT AVAILABLE,672,0.0101939805244,1224.20149297698,2.54711889889e-06
2866,3656,10002450,CHELAN COUNTY JUVENILE DETENTION CENTER,316 WASHINGTON ST,WENATCHEE,WA,98801,NOT AVAILABLE,(509) 667-6350,COUNTY,OPEN,-999,CHELAN,53007,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.co.chelan.wa.us/juvenile,5/7/2018,IMAGERY/OTHER,2018/05/07 00:00:00,NOT AVAILABLE,JUVENILE,50,0.00351364153781,457.537021194518,6.14059823613e-07
2867,3657,10002453,CLALLAM COUNTY JUVENILE DETENTION CENTER,1912 W 18TH ST,PORT ANGELES,WA,98363,NOT AVAILABLE,NOT AVAILABLE,COUNTY,OPEN,-999,CLALLAM,53009,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.clallam.net/JuvenileServices/,5/7/2018,IMAGERY,2018/05/07 00:00:00,NOT AVAILABLE,JUVENILE,-999,0.00481540361198,626.277155800641,7.86410873498e-07
2868,3658,10006120,NORTHAMPTON COUNTY DETENTION CENTER,205 DEPOT STREET,JACKSON,NC,27845,NOT AVAILABLE,(252) 534-1051,COUNTY,OPEN,-999,NORTHAMPTON,37131,USA,922140,CORRECTIONAL INSTITUTIONS,https://ncjaa.org/contento/uploads/2014/02/NCJAA-Directory-and-Resource-Guide-2017-5.pdf,4/3/2018,IMAGERY,2018/04/03 00:00:00,NOT AVAILABLE,NOT AVAILABLE,92,0.0022303649332,283.761369925536,2.13986979885e-07
2869,3659,10003111,PHILADELPHIA HOUSE OF CORRECTION,8001 STATE ROAD,PHILADELPHIA,PA,19136,NOT AVAILABLE,(215) 685-8221,LOCAL,OPEN,178,PHILADELPHIA,42101,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.phila.gov/PRISONS/Pages/default.aspx, http://www.cor.pa.gov/Facilities/CountyPrisons/Pages/County-Prison-Contact-Info.aspx",4/17/2018,IMAGERY/OTHER,2018/04/18 00:00:00,http://www.phila.gov/PRISONS/Pages/default.aspx,MEDIUM,1694,0.012056152006,1516.26712299215,3.15574893932e-06
2870,3660,10004164,ORANGE COUNTY DETENTION CENTER,125 COURT ST,HILLSBOROUGH,NC,27278,NOT AVAILABLE,(919) 245-2940,COUNTY,OPEN,83,ORANGE,37135,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.ocsonc.com/,4/3/2018,IMAGERY,2018/04/03 00:00:00,http://www.ocsonc.com/,NOT AVAILABLE,129,0.00238154031292,289.744298956459,2.313837255e-07
2871,3661,10006132,PENDER COUNTY JAIL,104 NORTH WALKER STREET,BURGAW,NC,28425,NOT AVAILABLE,(910) 259-1353,COUNTY,OPEN,95,PENDER,37141,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.pendersheriff.com/,4/3/2018,IMAGERY/OTHER,2018/04/03 00:00:00,https://www.pendersheriff.com/,NOT AVAILABLE,92,0.00190742716726,230.434540790689,1.55746684371e-07
2872,3662,10004151,PERSON COUNTY JAIL,120 COURT ST,ROXBORO,NC,27573,NOT AVAILABLE,(336) 597-0525,COUNTY,OPEN,-999,PERSON,37145,USA,922140,CORRECTIONAL INSTITUTIONS,https://ncjaa.org/contento/uploads/2014/02/NCJAA-Directory-and-Resource-Guide-2017-5.pdf,4/3/2018,IMAGERY,2018/04/03 00:00:00,http://www.personcounty.net/departments-services/departments-i-z/sheriff-s-office,NOT AVAILABLE,135,0.00338404939786,415.421934866453,4.09867205293e-07
2873,3663,10006880,COWLITZ COUNTY JUVENILE DETENTION,1725 1ST AVENUE,LONGVIEW,WA,98632,NOT AVAILABLE,(360) 577-3101,COUNTY,OPEN,-999,COWLITZ,53015,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.cowlitzsuperiorcourt.us/juvenile-home,5/7/2018,IMAGERY,2018/05/07 00:00:00,NOT AVAILABLE,JUVENILE,-999,0.00380608168107,527.534419272232,6.61709948855e-07
2874,3664,10006485,BEVERLY HILLS JAIL,464 N REXFORD DRIVE,BEVERLY HILLS,CA,90210,NOT AVAILABLE,NOT AVAILABLE,LOCAL,OPEN,-999,LOS ANGELES,06037,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.beverlyhills.org/citygovernment/departmentsanddivisions/policedepartment/,5/25/2018,IMAGERY,2018/05/25 00:00:00,NOT AVAILABLE,NOT AVAILABLE,-999,0.00239374100357,296.670863185124,3.32472556853e-07
2875,3665,10003112,RIVERSIDE CORRECTIONAL FACILITY,8151 STATE ROAD,PHILADELPHIA,PA,19136,NOT AVAILABLE,(215) 685-8146,LOCAL,OPEN,461,PHILADELPHIA,42101,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.phila.gov/PRISONS/Pages/default.aspx, http://www.cor.pa.gov/Facilities/CountyPrisons/Pages/County-Prison-Contact-Info.aspx",4/17/2018,IMAGERY/OTHER,2018/04/18 00:00:00,http://www.phila.gov/PRISONS/Pages/default.aspx,CLOSE,824,0.00456792214945,568.998355678197,1.15377119596e-06
2876,3666,10006488,CLAREMONT JAIL,570 W BONITA AVE,CLAREMONT,CA,91711,NOT AVAILABLE,NOT AVAILABLE,LOCAL,OPEN,-999,LOS ANGELES,06037,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.ci.claremont.ca.us/government/departments-divisions/police-department/about-us,5/25/2018,IMAGERY,2018/05/25 00:00:00,NOT AVAILABLE,NOT AVAILABLE,18,0.00156334083544,186.814591651186,1.39697077451e-07
2877,3667,10002501,FRANKLIN COUNTY JAIL / SHERIFF,1016 N 4TH AVE,PASCO,WA,99301,NOT AVAILABLE,(509) 545-3549,COUNTY,OPEN,200,FRANKLIN,53021,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.co.franklin.wa.us/sheriff/index.php,5/7/2018,IMAGERY,2018/05/07 00:00:00,NOT AVAILABLE,NOT AVAILABLE,334,0.00676889901044,924.299068610575,1.45726742412e-06
2878,3668,10004186,PITT COUNTY DETENTION CENTER,124 NEW HOPE RD,GREENVILLE,NC,27834,NOT AVAILABLE,(252) 902-2850,COUNTY,OPEN,312,PITT,37147,USA,922140,CORRECTIONAL INSTITUTIONS,"http://pittcountysheriff.com/detention-center/, https://ncjaa.org/contento/uploads/2014/02/NCJAA-Directory-and-Resource-Guide-2017-5.pdf",4/3/2018,IMAGERY,2018/04/03 00:00:00,http://pittcountysheriff.com/detention-center/,MAXIMUM,596,0.0116025032115,1398.75966669187,2.6906788217e-06
2879,3669,10006188,PHILADELPHIA JUVENILE JUSTICE SERVICES CENTER,91 N 48TH ST,PHILADELPHIA,PA,19139,NOT AVAILABLE,(215) 686-4845,COUNTY,OPEN,-999,PHILADELPHIA,42101,USA,922140,CORRECTIONAL INSTITUTIONS,"https://beta.phila.gov/departments/department-of-human-services/youth-justice/, http://www.philly.com/philly/blogs/cityhall/Goodbye-Youth-Study-Center-Ribbon-cut-at-new-West-Philly-juvenile-detention-center.html",12/20/2012,IMAGERY,2018/04/18 00:00:00,https://beta.phila.gov/departments/department-of-human-services/youth-justice/,JUVENILE,150,0.00679084127241,875.618742489375,1.27665087018e-06
2880,3670,10002465,GRANT COUNTY WORK RELEASE CENTER,1631 DIVISION AVE EAST,EPHRATA,WA,98823,NOT AVAILABLE,(509) 754-6521,COUNTY,OPEN,35,GRANT,53025,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.grantcountywa.gov/SHERIFF/,5/7/2018,IMAGERY,2018/05/07 00:00:00,NOT AVAILABLE,MEDIUM,100,0.00667081955654,865.935329265122,1.71985704003e-06
2881,3671,10006130,RICHMOND COUNTY JAIL,1 COURT STREET,ROCKINGHAM,NC,28379,NOT AVAILABLE,(910) 997-8264,COUNTY,OPEN,-999,RICHMOND,37153,USA,922140,CORRECTIONAL INSTITUTIONS,https://ncjaa.org/contento/uploads/2014/02/NCJAA-Directory-and-Resource-Guide-2017-5.pdf,4/3/2018,UNVERIFIED,2018/04/03 00:00:00,http://richmondcountysheriff.net/,NOT AVAILABLE,72,0.0017985110292,223.155197217131,1.98843820786e-07
